mano,dedo_id,timestamp,ax,ay,az,gx,gy,gz,label
L,3,2411503,-8.472,1.006,-4.344,0.14,-0.034,0.025,S
L,4,2411507,-6.239,-2.358,-6.019,0.082,-0.005,0.117,S
R,0,2431138,-11.242,-2.704,3.824,-0.743,1.411,1.455,S
R,1,2431141,-13.635,-5.521,-1.112,1.751,0.582,-0.611,S
R,2,2431177,0.0,0.0,0.0,0.0,0.0,0.0,S
R,3,2431180,-5.702,5.358,-6.711,-0.189,0.156,0.181,S
R,4,2431183,-7.274,4.334,-7.046,-0.336,0.622,-0.066,S
L,0,2417511,-6.523,-3.124,-4.906,0.123,-0.268,0.214,T
L,1,2417515,-7.125,-0.895,-5.4,0.23,-0.268,0.019,T
L,2,2417519,-7.392,-0.866,-5.434,0.193,-0.289,0.07,T
L,3,2417523,-5.798,1.841,-6.542,0.196,-0.257,-0.025,T
L,4,2417527,-3.358,-1.559,-7.494,0.137,-0.211,0.074,T
R,0,2437229,-1.49,-4.933,8.156,-0.672,0.519,1.504,T
R,1,2437232,-8.728,-4.359,1.17,-1.053,-0.342,0.471,T
R,2,2437322,0.0,49.273,0.622,-14.645,0.545,0.0,T
R,3,2437325,-6.185,5.374,-0.869,-0.476,0.538,0.827,T
R,4,2437328,-5.601,6.178,-0.721,0.016,1.108,0.775,T
L,0,2423531,-9.918,2.636,-4.709,0.027,0.157,-0.606,T
L,1,2423535,-9.363,4.958,-2.646,0.067,-0.321,-0.182,T
L,2,2423539,-8.097,6.612,-3.401,-0.336,0.276,-0.304,T
L,3,2423543,-7.198,7.258,-1.663,-0.261,0.649,-0.174,T
L,4,2423547,-6.337,3.742,-5.552,-0.311,0.445,-0.424,T
R,0,2443374,-1.925,1.89,10.37,-0.256,0.218,0.184,T
R,1,2443377,-4.849,-5.03,6.817,-0.272,0.251,-0.293,T
R,2,2443380,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,2443383,-5.683,5.994,3.716,0.261,1.047,-0.363,T
R,4,2443386,-4.033,7.454,4.304,0.175,0.563,-0.475,T
L,0,2429551,-8.314,-3.217,-3.072,-0.24,-0.044,0.014,T
L,1,2429555,-8.589,-1.851,-3.541,-0.198,-0.042,-0.003,T
L,2,2429559,-8.838,-1.312,-3.569,-0.17,-0.031,0.008,T
L,3,2429563,-7.724,0.798,-5.155,-0.171,-0.019,-0.061,T
L,4,2429567,-4.96,-2.533,-6.579,-0.189,-0.08,-0.103,T
R,0,2449432,-12.444,-4.328,-0.571,-0.011,-0.202,0.549,T
R,1,2449435,-12.864,-3.662,-1.852,0.155,0.564,0.718,T
R,2,2449438,0.0,0.0,0.0,0.0,0.0,0.0,T
R,3,2449441,-7.051,3.967,-10.308,-0.098,0.456,0.47,T
R,4,2449444,-7.281,2.968,-10.305,0.096,0.494,0.614,T
